row,cid,primera,segunda ,tercera,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
28,70804704,-9.5,-9.3,-8.7,"2-[4-[5-(2,3-dihydrofuran-2-yl)-1H-pyrazol-3-yl]piperidin-1-yl]-N-(3-fluorophenyl)-5-oxo-6,7-dihydrothieno[3,2-d]pyrimidin-4-amine",SCHEMBL12948508,480.6,C24H25FN6O2S,115,768,3.3,34,2,9,5,"InChI=1S/C24H25FN6O2S/c25-16-3-1-4-17(13-16)26-23-22-18(8-12-34(22)32)27-24(28-23)31-9-6-15(7-10-31)19-14-20(30-29-19)21-5-2-11-33-21/h1-4,11,13-15,21H,5-10,12H2,(H,29,30)(H,26,27,28)",C1CN(CCC1C2=NNC(=C2)C3CC=CO3)C4=NC5=C(C(=N4)NC6=CC(=CC=C6)F)S(=O)CC5,USCLBGYGSGKYDY-UHFFFAOYSA-N,"2-[4-[5-(2,3-dihydrofuran-2-yl)-1H-pyrazol-3-yl]piperidin-1-yl]-N-(3-fluorophenyl)-5-oxo-6,7-dihydrothieno[3,2-d]pyrimidin-4-amine",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
29,70807692,-8.1,-7.9,-7.5,"6-Carbazol-9-ylbenzimidazolo[1,2-c]quinazoline",SCHEMBL12957622,384.4,C26H16N4,35.1,617,7.3,30,0,2,1,InChI=1S/C26H16N4/c1-4-12-20-19(11-1)25-27-21-13-5-8-16-24(21)30(25)26(28-20)29-22-14-6-2-9-17(22)18-10-3-7-15-23(18)29/h1-16H,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N3C(=N2)N5C6=CC=CC=C6C7=CC=CC=C75,CFKJCOSECKEZOW-UHFFFAOYSA-N,"6-carbazol-9-ylbenzimidazolo[1,2-c]quinazoline",NULL,NULL,0,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
30,70807694,-8.2,-7.7,-7.3,"6-(3,4-dihydro-2H-quinolin-1-yl)benzimidazolo[1,2-c]quinazoline",SCHEMBL12957624,350.4,C23H18N4,33.4,539,6.3,27,0,3,1,"InChI=1S/C23H18N4/c1-5-13-20-16(8-1)9-7-15-26(20)23-25-18-11-3-2-10-17(18)22-24-19-12-4-6-14-21(19)27(22)23/h1-6,8,10-14H,7,9,15H2",C1CC2=CC=CC=C2N(C1)C3=NC4=CC=CC=C4C5=NC6=CC=CC=C6N53,HNXMMARTTVJOIO-UHFFFAOYSA-N,"6-(3,4-dihydro-2H-quinolin-1-yl)benzimidazolo[1,2-c]quinazoline",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
31,70807696,-7.9,-7.6,-7.4,"10-(Benzimidazolo[1,2-c]quinazolin-6-yl)phenoxazine",SCHEMBL12957626,400.4,C26H16N4O,42.7,637,7.1,31,0,4,1,InChI=1S/C26H16N4O/c1-2-10-18-17(9-1)25-27-19-11-3-4-12-20(19)30(25)26(28-18)29-21-13-5-7-15-23(21)31-24-16-8-6-14-22(24)29/h1-16H,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N3C(=N2)N5C6=CC=CC=C6OC7=CC=CC=C75,NAASMXLIZRAGCF-UHFFFAOYSA-N,"10-(benzimidazolo[1,2-c]quinazolin-6-yl)phenoxazine",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
32,70807703,-8.3,-7.5,-7.5,"10-(Benzimidazolo[1,2-c]quinazolin-6-yl)phenothiazine",SCHEMBL12957633,416.5,C26H16N4S,58.7,637,7.6,31,0,4,1,InChI=1S/C26H16N4S/c1-2-10-18-17(9-1)25-27-19-11-3-4-12-20(19)30(25)26(28-18)29-21-13-5-7-15-23(21)31-24-16-8-6-14-22(24)29/h1-16H,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N3C(=N2)N5C6=CC=CC=C6SC7=CC=CC=C75,RMWOAOKCKTZGIU-UHFFFAOYSA-N,"10-(benzimidazolo[1,2-c]quinazolin-6-yl)phenothiazine",NULL,Patents,1,NULL,20130321,PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
33,70807735,-7.9,-7.9,-7.7,"6-(10-Phenylphenazin-5-yl)benzimidazolo[1,2-c]quinazoline",SCHEMBL12957720,475.5,C32H21N5,36.7,774,7.7,37,0,4,2,InChI=1S/C32H21N5/c1-2-12-22(13-3-1)35-27-18-8-10-20-29(27)36(30-21-11-9-19-28(30)35)32-34-24-15-5-4-14-23(24)31-33-25-16-6-7-17-26(25)37(31)32/h1-21H,C1=CC=C(C=C1)N2C3=CC=CC=C3N(C4=CC=CC=C42)C5=NC6=CC=CC=C6C7=NC8=CC=CC=C8N75,HLRQWVZZXVHQEQ-UHFFFAOYSA-N,"6-(10-phenylphenazin-5-yl)benzimidazolo[1,2-c]quinazoline",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
34,70808343,-8.8,-8.6,-8.6,"14-(2-Carbazol-9-yl-6-phenylpyrimidin-4-yl)-14-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),2,4,6,9,11,15,17-octaene",SCHEMBL12959190,564.7,C40H28N4,34,1030,10,44,0,3,3,"InChI=1S/C40H28N4/c1-2-14-27(15-3-1)34-26-39(42-40(41-34)44-37-24-12-8-20-32(37)33-21-9-13-25-38(33)44)43-35-22-10-6-18-30(35)28-16-4-5-17-29(28)31-19-7-11-23-36(31)43/h1-26,30,35H",C1=CC=C(C=C1)C2=CC(=NC(=N2)N3C4=CC=CC=C4C5=CC=CC=C53)N6C7C=CC=CC7C8=CC=CC=C8C9=CC=CC=C96,NRROZXIAZSJBJW-UHFFFAOYSA-N,"14-(2-carbazol-9-yl-6-phenylpyrimidin-4-yl)-14-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),2,4,6,9,11,15,17-octaene",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
35,70808347,-9.1,-8.9,-8.6,"14-(2-Benzo[c]carbazol-7-ylpyrimidin-4-yl)-14-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),2,4,6,8,10,12,15,17-nonaene",SCHEMBL12959195,536.6,C38H24N4,34,906,9.8,42,0,3,2,InChI=1S/C38H24N4/c1-2-12-26-25(11-1)21-22-35-37(26)31-17-7-10-20-34(31)42(35)38-39-24-23-36(40-38)41-32-18-8-5-15-29(32)27-13-3-4-14-28(27)30-16-6-9-19-33(30)41/h1-24H,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4N3C5=NC=CC(=N5)N6C7=CC=CC=C7C8=CC=CC=C8C9=CC=CC=C96,HWCVDYJTKZAJJP-UHFFFAOYSA-N,"14-(2-benzo[c]carbazol-7-ylpyrimidin-4-yl)-14-azatetracyclo[13.4.0.02,7.08,13]nonadeca-1(19),2,4,6,8,10,12,15,17-nonaene",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
36,70809474,-7.5,-6.8,-6.7,"8-(2,6-difluorophenyl)-2-[[(E)-1,3-dihydroxyprop-1-en-2-yl]amino]-4-(4-fluoro-2-methylphenyl)pyrido[2,3-d]pyrimidin-7-one",SCHEMBL12961590,454.4,C23H17F3N4O3,98.6,759,3.2,33,3,9,5,"InChI=1S/C23H17F3N4O3/c1-12-9-13(24)5-6-15(12)20-16-7-8-19(33)30(21-17(25)3-2-4-18(21)26)22(16)29-23(28-20)27-14(10-31)11-32/h2-10,31-32H,11H2,1H3,(H,27,28,29)/b14-10+",CC1=C(C=CC(=C1)F)C2=C3C=CC(=O)N(C3=NC(=N2)N/C(=C/O)/CO)C4=C(C=CC=C4F)F,DPWMKEMPXJQDRJ-GXDHUFHOSA-N,"8-(2,6-difluorophenyl)-2-[[(E)-1,3-dihydroxyprop-1-en-2-yl]amino]-4-(4-fluoro-2-methylphenyl)pyrido[2,3-d]pyrimidin-7-one",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
37,70809475,-7.4,-7.3,-6.7,"2-[[(E)-1,3-dihydroxyprop-1-en-2-yl]amino]-4-(4-fluoro-2-methylphenyl)-8-(2-fluorophenyl)pyrido[2,3-d]pyrimidin-7-one",SCHEMBL12961591,436.4,C23H18F2N4O3,98.6,736,3.1,32,3,8,5,"InChI=1S/C23H18F2N4O3/c1-13-10-14(24)6-7-16(13)21-17-8-9-20(32)29(19-5-3-2-4-18(19)25)22(17)28-23(27-21)26-15(11-30)12-31/h2-11,30-31H,12H2,1H3,(H,26,27,28)/b15-11+",CC1=C(C=CC(=C1)F)C2=C3C=CC(=O)N(C3=NC(=N2)N/C(=C/O)/CO)C4=CC=CC=C4F,CMRYQGIUEHLTBX-RVDMUPIBSA-N,"2-[[(E)-1,3-dihydroxyprop-1-en-2-yl]amino]-4-(4-fluoro-2-methylphenyl)-8-(2-fluorophenyl)pyrido[2,3-d]pyrimidin-7-one",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
38,70810111,-5.3,-5.1,-5.1,"4-N-(3,4-dimethoxyphenyl)-2-N-propylpyrimidine-2,4-diamine",SCHEMBL12963503|AKOS019315851,288.34,C15H20N4O2,68.3,293,3.2,21,2,6,7,"InChI=1S/C15H20N4O2/c1-4-8-16-15-17-9-7-14(19-15)18-11-5-6-12(20-2)13(10-11)21-3/h5-7,9-10H,4,8H2,1-3H3,(H2,16,17,18,19)",CCCNC1=NC=CC(=N1)NC2=CC(=C(C=C2)OC)OC,AMOGYENFUDGXRG-UHFFFAOYSA-N,"4-N-(3,4-dimethoxyphenyl)-2-N-propylpyrimidine-2,4-diamine",NULL,Patents,1,NULL,20130321,AKos Consulting & Solutions|Aurora Fine Chemicals LLC|SureChEMBL,Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
39,70810112,-6.1,-5.8,-5.8,"4-N-(3,4-dimethoxyphenyl)-2-N-(2,3-dimethylbut-2-enyl)pyrimidine-2,4-diamine",SCHEMBL12963504,328.4,C18H24N4O2,68.3,412,4.5,24,2,6,7,"InChI=1S/C18H24N4O2/c1-12(2)13(3)11-20-18-19-9-8-17(22-18)21-14-6-7-15(23-4)16(10-14)24-5/h6-10H,11H2,1-5H3,(H2,19,20,21,22)",CC(=C(C)CNC1=NC=CC(=N1)NC2=CC(=C(C=C2)OC)OC)C,JDLKPQRVXRJBQJ-UHFFFAOYSA-N,"4-N-(3,4-dimethoxyphenyl)-2-N-(2,3-dimethylbut-2-enyl)pyrimidine-2,4-diamine",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
40,70814633,-6.5,-6,-5.8,"N-[2-[[5-chloro-2-[(2-methyl-3,4-dihydropyrazol-3-yl)amino]pyrimidin-4-yl]amino]-5-methoxyphenyl]methanesulfonamide",SCHEMBL12975365,425.9,C16H20ClN7O3S,129,647,1.9,28,3,10,7,"InChI=1S/C16H20ClN7O3S/c1-24-14(6-7-19-24)21-16-18-9-11(17)15(22-16)20-12-5-4-10(27-2)8-13(12)23-28(3,25)26/h4-5,7-9,14,23H,6H2,1-3H3,(H2,18,20,21,22)",CN1C(CC=N1)NC2=NC=C(C(=N2)NC3=C(C=C(C=C3)OC)NS(=O)(=O)C)Cl,NIKLQDBMOSNRPJ-UHFFFAOYSA-N,"N-[2-[[5-chloro-2-[(2-methyl-3,4-dihydropyrazol-3-yl)amino]pyrimidin-4-yl]amino]-5-methoxyphenyl]methanesulfonamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
41,70814643,-6.2,-6.2,-6.1,"N-[2-[[5-chloro-2-[(3-methyl-4,5-dihydro-1H-pyrazol-4-yl)amino]pyrimidin-4-yl]amino]-5-methoxyphenyl]methanesulfonamide",SCHEMBL12975444,425.9,C16H20ClN7O3S,138,659,2,28,4,10,7,"InChI=1S/C16H20ClN7O3S/c1-9-14(8-19-23-9)21-16-18-7-11(17)15(22-16)20-12-5-4-10(27-2)6-13(12)24-28(3,25)26/h4-7,14,19,24H,8H2,1-3H3,(H2,18,20,21,22)",CC1=NNCC1NC2=NC=C(C(=N2)NC3=C(C=C(C=C3)OC)NS(=O)(=O)C)Cl,OKZYEWGRXRDDJE-UHFFFAOYSA-N,"N-[2-[[5-chloro-2-[(3-methyl-4,5-dihydro-1H-pyrazol-4-yl)amino]pyrimidin-4-yl]amino]-5-methoxyphenyl]methanesulfonamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
42,70815937,-8.1,-7.3,-7.2,"4-[[2-[[4-Ethyl-6-(4-methylpiperazin-1-yl)-1,3,5-triazin-2-yl]amino]pyrimidin-4-yl]amino]benzenesulfonamide",SCHEMBL12981954,470.6,C20H26N10O2S,164,706,2,33,3,12,7,"InChI=1S/C20H26N10O2S/c1-3-16-24-19(28-20(26-16)30-12-10-29(2)11-13-30)27-18-22-9-8-17(25-18)23-14-4-6-15(7-5-14)33(21,31)32/h4-9H,3,10-13H2,1-2H3,(H2,21,31,32)(H2,22,23,24,25,26,27,28)",CCC1=NC(=NC(=N1)N2CCN(CC2)C)NC3=NC=CC(=N3)NC4=CC=C(C=C4)S(=O)(=O)N,VSTWFUIOZWNIPO-UHFFFAOYSA-N,"4-[[2-[[4-ethyl-6-(4-methylpiperazin-1-yl)-1,3,5-triazin-2-yl]amino]pyrimidin-4-yl]amino]benzenesulfonamide",NULL,Patents,1,NULL,20130321,Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
43,70820545,-7.8,-7.4,-7.1,4-methoxy-3-[[4-[methyl-(3-methyl-2H-indazol-6-yl)amino]pyrimidin-2-yl]amino]benzenethiol,SCHEMBL12998899,392.5,C20H20N6OS,80,513,4.2,28,3,7,5,"InChI=1S/C20H20N6OS/c1-12-15-6-4-13(10-16(15)25-24-12)26(2)19-8-9-21-20(23-19)22-17-11-14(28)5-7-18(17)27-3/h4-11,28H,1-3H3,(H,24,25)(H,21,22,23)",CC1=C2C=CC(=CC2=NN1)N(C)C3=NC(=NC=C3)NC4=C(C=CC(=C4)S)OC,FNEYTIDCMKJBJT-UHFFFAOYSA-N,4-methoxy-3-[[4-[methyl-(3-methyl-2H-indazol-6-yl)amino]pyrimidin-2-yl]amino]benzenethiol,NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
44,70820552,-8,-7.2,-7.1,4-fluoro-3-[[4-[methyl-(3-methyl-2H-indazol-6-yl)amino]pyrimidin-2-yl]amino]benzenethiol,SCHEMBL12999039,380.4,C19H17FN6S,70.7,499,4.4,27,3,7,4,"InChI=1S/C19H17FN6S/c1-11-14-5-3-12(9-16(14)25-24-11)26(2)18-7-8-21-19(23-18)22-17-10-13(27)4-6-15(17)20/h3-10,27H,1-2H3,(H,24,25)(H,21,22,23)",CC1=C2C=CC(=CC2=NN1)N(C)C3=NC(=NC=C3)NC4=C(C=CC(=C4)S)F,DDYGSBZEXIDLQN-UHFFFAOYSA-N,4-fluoro-3-[[4-[methyl-(3-methyl-2H-indazol-6-yl)amino]pyrimidin-2-yl]amino]benzenethiol,NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
45,70820553,-7.9,-7.3,-7.1,4-methyl-3-[[4-[methyl-(3-methyl-2H-indazol-6-yl)amino]pyrimidin-2-yl]amino]benzenethiol,SCHEMBL12999040,376.5,C20H20N6S,70.7,493,4.6,27,3,6,4,"InChI=1S/C20H20N6S/c1-12-4-6-15(27)11-17(12)22-20-21-9-8-19(23-20)26(3)14-5-7-16-13(2)24-25-18(16)10-14/h4-11,27H,1-3H3,(H,24,25)(H,21,22,23)",CC1=C(C=C(C=C1)S)NC2=NC=CC(=N2)N(C)C3=CC4=NNC(=C4C=C3)C,SUBVISAWBKZUPM-UHFFFAOYSA-N,4-methyl-3-[[4-[methyl-(3-methyl-2H-indazol-6-yl)amino]pyrimidin-2-yl]amino]benzenethiol,NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
46,70822373,-7.9,-7.4,-7.1,[3-[[6-(2-Methylpyrimidin-5-yl)-2-morpholin-4-ylpyrimidin-4-yl]amino]phenyl] cyanate,SCHEMBL13016340,389.4,C20H19N7O2,109,556,2.5,29,1,9,5,"InChI=1S/C20H19N7O2/c1-14-22-11-15(12-23-14)18-10-19(24-16-3-2-4-17(9-16)29-13-21)26-20(25-18)27-5-7-28-8-6-27/h2-4,9-12H,5-8H2,1H3,(H,24,25,26)",CC1=NC=C(C=N1)C2=CC(=NC(=N2)N3CCOCC3)NC4=CC(=CC=C4)OC#N,BKIBCEUXKBBBJD-UHFFFAOYSA-N,[3-[[6-(2-methylpyrimidin-5-yl)-2-morpholin-4-ylpyrimidin-4-yl]amino]phenyl] cyanate,NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
47,70822435,-8.5,-8.2,-8.1,N-[6-(2-methylpyrimidin-5-yl)-2-morpholin-4-ylpyrimidin-4-yl]quinoxalin-6-amine,SCHEMBL13016820,400.4,C21H20N8O,102,539,1.8,30,1,9,4,"InChI=1S/C21H20N8O/c1-14-24-12-15(13-25-14)18-11-20(28-21(27-18)29-6-8-30-9-7-29)26-16-2-3-17-19(10-16)23-5-4-22-17/h2-5,10-13H,6-9H2,1H3,(H,26,27,28)",CC1=NC=C(C=N1)C2=CC(=NC(=N2)N3CCOCC3)NC4=CC5=NC=CN=C5C=C4,JMNLRXIKDAZNCK-UHFFFAOYSA-N,N-[6-(2-methylpyrimidin-5-yl)-2-morpholin-4-ylpyrimidin-4-yl]quinoxalin-6-amine,NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
48,70827727,-7.9,-7.7,-7.6,"4-[4-(2-aminopyrimidin-5-yl)-2-morpholin-4-ylpyrrolo[2,3-d]pyrimidin-7-yl]-N-(pyridin-3-ylmethyl)benzamide",SCHEMBL13062025,507.5,C27H25N9O2,137,768,1.7,38,2,9,6,"InChI=1S/C27H25N9O2/c28-26-31-16-20(17-32-26)23-22-7-9-36(24(22)34-27(33-23)35-10-12-38-13-11-35)21-5-3-19(4-6-21)25(37)30-15-18-2-1-8-29-14-18/h1-9,14,16-17H,10-13,15H2,(H,30,37)(H2,28,31,32)",C1COCCN1C2=NC(=C3C=CN(C3=N2)C4=CC=C(C=C4)C(=O)NCC5=CN=CC=C5)C6=CN=C(N=C6)N,YPGQTNZHAMGWJI-UHFFFAOYSA-N,"4-[4-(2-aminopyrimidin-5-yl)-2-morpholin-4-ylpyrrolo[2,3-d]pyrimidin-7-yl]-N-(pyridin-3-ylmethyl)benzamide",NULL,Patents,1,NULL,20130321,PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
49,70831877,-7.5,-7.4,-7.2,"4-N-(7-chloro-2,3-dihydro-1H-indol-4-yl)-5-methyl-2-N-[4-(4-methylpiperazin-1-yl)phenyl]pyrimidine-2,4-diamine",SCHEMBL13072102,450,C24H28ClN7,68.4,593,4.9,32,3,7,5,"InChI=1S/C24H28ClN7/c1-16-15-27-24(28-17-3-5-18(6-4-17)32-13-11-31(2)12-14-32)30-23(16)29-21-8-7-20(25)22-19(21)9-10-26-22/h3-8,15,26H,9-14H2,1-2H3,(H2,27,28,29,30)",CC1=CN=C(N=C1NC2=C3CCNC3=C(C=C2)Cl)NC4=CC=C(C=C4)N5CCN(CC5)C,KGRSRBLDYASNRM-UHFFFAOYSA-N,"4-N-(7-chloro-2,3-dihydro-1H-indol-4-yl)-5-methyl-2-N-[4-(4-methylpiperazin-1-yl)phenyl]pyrimidine-2,4-diamine",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
50,70832005,-6.8,-6.7,-6.3,"2-N-ethyl-4-N-(7-fluoro-1H-indol-4-yl)-5-methylpyrimidine-2,4-diamine",SCHEMBL13072382,285.32,C15H16FN5,65.6,342,3.4,21,3,5,4,"InChI=1S/C15H16FN5/c1-3-17-15-19-8-9(2)14(21-15)20-12-5-4-11(16)13-10(12)6-7-18-13/h4-8,18H,3H2,1-2H3,(H2,17,19,20,21)",CCNC1=NC=C(C(=N1)NC2=C3C=CNC3=C(C=C2)F)C,BAFFHNQXCCQZOW-UHFFFAOYSA-N,"2-N-ethyl-4-N-(7-fluoro-1H-indol-4-yl)-5-methylpyrimidine-2,4-diamine",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
51,70832011,-7.2,-6.8,-6.8,"4-N-(4-iodo-3-methoxyphenyl)-5-methyl-2-N-[4-(pyrazol-1-ylmethyl)phenyl]pyrimidine-2,4-diamine",SCHEMBL13072390,512.299,C22H21IN6O,76.9,520,4.8,30,2,6,7,"InChI=1S/C22H21IN6O/c1-15-13-24-22(28-21(15)26-18-8-9-19(23)20(12-18)30-2)27-17-6-4-16(5-7-17)14-29-11-3-10-25-29/h3-13H,14H2,1-2H3,(H2,24,26,27,28)",CC1=CN=C(N=C1NC2=CC(=C(C=C2)I)OC)NC3=CC=C(C=C3)CN4C=CC=N4,VMHKMEMIXSBSKD-UHFFFAOYSA-N,"4-N-(4-iodo-3-methoxyphenyl)-5-methyl-2-N-[4-(pyrazol-1-ylmethyl)phenyl]pyrimidine-2,4-diamine",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
52,70832124,-7.3,-7.2,-6.9,"5-methyl-2-N-(2-methylbutan-2-yl)-4-N-[3-(trifluoromethoxy)phenyl]pyrimidine-2,4-diamine",SCHEMBL13072638,354.4,C17H21F3N4O,59.1,419,5.5,25,2,8,6,"InChI=1S/C17H21F3N4O/c1-5-16(3,4)24-15-21-10-11(2)14(23-15)22-12-7-6-8-13(9-12)25-17(18,19)20/h6-10H,5H2,1-4H3,(H2,21,22,23,24)",CCC(C)(C)NC1=NC=C(C(=N1)NC2=CC(=CC=C2)OC(F)(F)F)C,IQMBNDMMCWMCHS-UHFFFAOYSA-N,"5-methyl-2-N-(2-methylbutan-2-yl)-4-N-[3-(trifluoromethoxy)phenyl]pyrimidine-2,4-diamine",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
53,70834760,-7.5,-7.4,-7.3,"3-[[6-(4-Morpholin-4-ylanilino)-3-sulfanylidene-1,2-dihydropyrazolo[3,4-d]pyrimidin-4-yl]amino]benzonitrile",SCHEMBL13078902,444.5,C22H20N8OS,142,701,3.6,32,4,9,5,"InChI=1S/C22H20N8OS/c23-13-14-2-1-3-16(12-14)24-19-18-20(28-29-21(18)32)27-22(26-19)25-15-4-6-17(7-5-15)30-8-10-31-11-9-30/h1-7,12H,8-11H2,(H4,24,25,26,27,28,29,32)",C1COCCN1C2=CC=C(C=C2)NC3=NC4=C(C(=S)NN4)C(=N3)NC5=CC=CC(=C5)C#N,YCEQUALAWBGRFZ-UHFFFAOYSA-N,"3-[[6-(4-morpholin-4-ylanilino)-3-sulfanylidene-1,2-dihydropyrazolo[3,4-d]pyrimidin-4-yl]amino]benzonitrile",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
54,70834987,-7.6,-7.4,-7.3,"N-[4-[[6-(4-morpholin-4-ylanilino)-3-sulfanylidene-1,2-dihydropyrazolo[3,4-d]pyrimidin-4-yl]amino]phenyl]acetamide",SCHEMBL13079700,476.6,C23H24N8O2S,148,707,3,34,5,9,6,"InChI=1S/C23H24N8O2S/c1-14(32)24-15-2-4-16(5-3-15)25-20-19-21(29-30-22(19)34)28-23(27-20)26-17-6-8-18(9-7-17)31-10-12-33-13-11-31/h2-9H,10-13H2,1H3,(H,24,32)(H4,25,26,27,28,29,30,34)",CC(=O)NC1=CC=C(C=C1)NC2=NC(=NC3=C2C(=S)NN3)NC4=CC=C(C=C4)N5CCOCC5,XIZBZOIJJGIULK-UHFFFAOYSA-N,"N-[4-[[6-(4-morpholin-4-ylanilino)-3-sulfanylidene-1,2-dihydropyrazolo[3,4-d]pyrimidin-4-yl]amino]phenyl]acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
55,70836098,-7.3,-7.1,-7,"2-[[2-[4-Methyl-3-(methylamino)anilino]pyrimidin-4-yl]amino]-6-(2,2,2-trifluoroethoxy)benzenethiol",SCHEMBL13083143,435.5,C20H20F3N5OS,72.1,529,5.5,30,4,10,7,"InChI=1S/C20H20F3N5OS/c1-12-6-7-13(10-15(12)24-2)26-19-25-9-8-17(28-19)27-14-4-3-5-16(18(14)30)29-11-20(21,22)23/h3-10,24,30H,11H2,1-2H3,(H2,25,26,27,28)",CC1=C(C=C(C=C1)NC2=NC=CC(=N2)NC3=C(C(=CC=C3)OCC(F)(F)F)S)NC,LSEMGODKYMVWIF-UHFFFAOYSA-N,"2-[[2-[4-methyl-3-(methylamino)anilino]pyrimidin-4-yl]amino]-6-(2,2,2-trifluoroethoxy)benzenethiol",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
56,70836995,-9.7,-9.7,-8.9,"7-[4,6-Di(carbazol-9-yl)pyrimidin-2-yl]benzo[c]carbazole",SCHEMBL13087156,625.7,C44H27N5,40.6,1080,11.7,49,0,2,3,InChI=1S/C44H27N5/c1-2-14-29-28(13-1)25-26-40-43(29)34-19-7-12-24-39(34)49(40)44-45-41(47-35-20-8-3-15-30(35)31-16-4-9-21-36(31)47)27-42(46-44)48-37-22-10-5-17-32(37)33-18-6-11-23-38(33)48/h1-27H,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC=C4N3C5=NC(=CC(=N5)N6C7=CC=CC=C7C8=CC=CC=C86)N9C1=CC=CC=C1C1=CC=CC=C19,LLNXTRFTSUFKMQ-UHFFFAOYSA-N,"7-[4,6-di(carbazol-9-yl)pyrimidin-2-yl]benzo[c]carbazole",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
57,70837019,-7.4,-7,-6.5,"2-N-(furan-2-ylmethyl)-6-N-(4-methoxyphenyl)-7H-purine-2,6-diamine",SCHEMBL13087442,336.3,C17H16N6O2,101,420,2.9,25,3,7,6,"InChI=1S/C17H16N6O2/c1-24-12-6-4-11(5-7-12)21-16-14-15(20-10-19-14)22-17(23-16)18-9-13-3-2-8-25-13/h2-8,10H,9H2,1H3,(H3,18,19,20,21,22,23)",COC1=CC=C(C=C1)NC2=NC(=NC3=C2NC=N3)NCC4=CC=CO4,MISGTDDTNTXDRV-UHFFFAOYSA-N,"2-N-(furan-2-ylmethyl)-6-N-(4-methoxyphenyl)-7H-purine-2,6-diamine",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
